관측일,평균기온,최저기온,최고기온
20190208,1.6,-1.2,8
20190209,1.3,-1,4.5
20190210,2,-3.1,7.1
20190211,1.3,-3.6,7.3
20190212,0.5,-7,9.1
20190213,3.1,-3,9.4
20190214,2.6,-1.8,9.6
20190215,4.1,-2.2,11.6
20190216,2.1,-2,6
20190217,0.8,-4.5,9.7
20190218,2.2,-4.4,7.5
20190219,4.3,1.1,8.9
20190220,4.5,-1,10.6
20190221,3.9,-3,11.8
20190222,4.3,-1.6,12.6
20190223,5.2,-3,14.3
20190224,5.9,-2,15.6
20190225,6.7,-1.7,17.5
20190226,6.3,-2.2,15.3
20190227,8,4.3,13.5
20190228,8.6,2.3,15.4
20190301,6.7,-1.4,15.4
20190302,7.4,-1,15.6
20190303,10.1,5.8,15
20190304,10.4,4.3,17.2
20190305,8.5,-.5,15.5
20190306,9.3,4.9,14.4
20190307,7.7,.6,14.9
20190308,6.5,-1.9,16.1
20190309,7.7,-2,16.1
20190310,7.3,2.6,9.5
20190311,6.6,.6,15.3
20190312,6.9,.1,14.1
20190313,4.7,-2.2,10.6
20190314,4.9,-4,13.2
20190315,5.1,-1.4,13.2
20190316,6,-1.7,12.8
20190317,7.1,-1.1,15.6
20190318,7.9,-.9,14.8
20190319,11.5,1.1,22
20190320,10.7,4.3,17.2
20190321,14.9,8.3,19.8
20190322,9.3,5,15.2
20190323,6.4,1.6,12.8
20190324,5,-3,12.1
20190325,5.7,-1.8,13.1
20190326,9.5,-.7,21.1
20190327,12,1.4,20.1
20190328,12.9,7.3,19.5
20190329,,7.8,19.5
20190330,11.2,5.6,18.1
20190331,6.9,2.6,11.8
20190401,6.2,-2.1,13.4
20190402,7.8,-1.3,15.3
20190403,8.5,-.5,15.7
20190404,10.4,-1.8,20.5
20190405,13,2.2,21.9
20190406,12.5,1.7,20.7
20190407,11.5,6,18.5
20190408,14.3,8.8,21.6
20190409,10.4,6.5,16.4
20190410,8.3,5.6,11.6
20190411,9,2.4,14.3
20190412,11.2,4,19.4
20190413,11.2,2.7,18.8
20190414,12.2,7.8,16.5
20190416,12.9,1.9,22.8
20190417,15.2,9,21.6
20190418,15,5.9,23.8
20190419,12.8,9.1,16.6
