"분류","지점명","채수위치","조사일","수온(℃)","pH","DO(㎎/L)","투명도","탁도","Chl-a (㎎/㎥)","유해남조류 세포수 (cells/㎖)","Microcystis","Anabaena","Oscillatoria","Aphanizomenon","지오스민","2MIB","Microcystin-LR (μg/L)"
"하천","낙동강","해평","2018.06.18","24.0","8.2","8.9","1.6","3.9","14.0","704","320","42","123","219","","",""
"하천","낙동강","해평","2018.06.25","25.4","8.4","8.7","1.3","2.7","11.6","972","555","0","0","417","","",""
"하천","낙동강","해평","2018.07.02","23.5","7.4","7.8","0.5","18.9","6.4","0","0","0","0","0","","",""
"하천","낙동강","해평","2018.07.09","22.1","7.3","8.4","0.4","18.9","5.7","47","0","18","14","15","","",""
"하천","낙동강","해평","2018.07.16","27.5","8.8","9.8","1.4","4.4","21.5","226","195","0","0","31","","",""
"하천","낙동강","해평","2018.07.23","28.4","8.0","7.9","2.7","2.9","8.2","610","610","0","0","0","","",""
"하천","낙동강","해평","2018.07.30","29.7","8.3","7.3","1.4","5.5","20.6","14350","6100","7104","0","1146","","",""
"하천","낙동강","해평","2018.08.06","30.6","8.5","7.2","1.4","4.3","20.6","1727","1530","80","0","117","","",""
"하천","낙동강","해평","2018.08.13","30.6","7.7","6.1","1.8","2.7","11.2","950","950","0","0","0","","",""
"하천","낙동강","해평","2018.08.20","28.8","7.8","7.7","1.8","3.5","14.7","4310","4310","0","0","0","","",""
"하천","낙동강","해평","2018.08.29","23.8","7.5","8.7","0.3","21.0","3.7","313","35","0","278","0","","",""
"하천","낙동강","해평","2018.09.03","22.9","7.0","9.0","0.5","21.0","3.4","143","0","25","118","0","","",""
"하천","낙동강","해평","2018.09.10","23.0","7.1","8.9","0.7","13.7","11.7","359","295","0","0","64","","",""
"하천","낙동강","해평","2018.09.17","22.9","7.5","8.9","1.6","3.4","10.4","984","120","0","0","864","","",""
"하천","낙동강","해평","2018.09.27","21.3","7.6","9.2","1.5","4.5","15.3","96","80","0","16","0","","",""
"하천","낙동강","해평","2018.10.01","20.0","7.4","9.2","1.8","4.3","11.8","30","30","0","0","0","","",""
"하천","낙동강","해평","2018.10.10","17.6","7.1","9.9","0.2","59.3","3.4","57","0","0","0","57","","",""
"하천","낙동강","해평","2018.10.15","17.3","7.2","9.3","0.5","24.2","8.9","156","0","0","0","156","","",""
"하천","낙동강","해평","2018.10.22","15.9","7.2","10.3","0.9","7.4","9.9","26","0","0","0","26","","",""
"하천","낙동강","해평","2018.10.29","14.3","7.4","10.3","1.5","4.5","17.0","0","0","0","0","0","","",""
"하천","낙동강","해평","2018.11.05","13.5","8.2","12.3","1.1","4.5","44.4","50","0","0","0","50","","",""
"하천","낙동강","해평","2018.11.12","12.6","7.7","11.3","1.5","4.5","30.9","75","0","0","0","75","","",""
"하천","낙동강","해평","2018.11.19","11.1","7.5","11.5","1.4","3.8","23.2","0","0","0","0","0","","",""
"하천","낙동강","해평","2018.11.26","9.3","7.7","12.1","1.5","3.8","38.9","17","0","0","0","17","","",""
"하천","낙동강","해평","2018.12.03","9.1","7.9","12.9","1.4","3.7","48.6","0","0","0","0","0","","",""
"하천","낙동강","해평","2018.12.10","5.3","7.9","13.4","1.2","4.1","17.8","0","0","0","0","0","","",""
"하천","낙동강","해평","2018.12.17","4.0","8.1","14.1","1.8","4.4","18.5","44","0","0","0","44","","",""
"하천","낙동강","해평","2018.12.24","4.2","8.6","13.8","1.2","3.9","15.5","0","0","0","0","0","","",""
"하천","낙동강","칠서","2018.01.02","3.4","7.9","14.0","1.9","3.0","13.3","58","0","0","0","58","","",""
"하천","낙동강","칠서","2018.01.08","3.2","8.0","14.7","1.8","2.9","18.0","78","0","0","0","78","","",""
"하천","낙동강","칠서","2018.01.15","","","","","","","","","","","","","",""
"하천","낙동강","칠서","2018.01.22","3.2","8.0","15.2","0.9","4.6","27.7","0","0","0","0","0","","",""
"하천","낙동강","칠서","2018.01.29","","","","","","","","","","","","","",""
"하천","낙동강","칠서","2018.02.05","","","","","","","","","","","","","",""
"하천","낙동강","칠서","2018.02.12","","","","","","","","","","","","","",""
"하천","낙동강","칠서","2018.02.19","4.8","8.5","15.4","1.3","2.0","31.5","0","0","0","0","0","","",""
"하천","낙동강","칠서","2018.02.26","6.3","8.6","15.1","1.1","4.0","26.2","0","0","0","0","0","","",""
"하천","낙동강","칠서","2018.03.06","7.5","8.2","13.6","1.4","5.0","30.4","0","0","0","0","0","","",""
"하천","낙동강","칠서","2018.03.12","9.0","7.9","13.0","0.4","11.1","52.2","0","0","0","0","0","","",""
"하천","낙동강","칠서","2018.03.19","9.9","8.3","13.3","0.6","8.5","57.7","0","0","0","0","0","","",""
"하천","낙동강","칠서","2018.03.26","12.5","8.1","12.5","1.4","6.2","35.0","144","9","0","83","52","","",""
"하천","낙동강","칠서","2018.04.02","17.5","8.9","11.8","0.9","5.8","30.3","233","0","0","0","233","","",""
"하천","낙동강","칠서","2018.04.09","13.8","7.9","11.0","0.8","6.1","30.1","196","0","0","0","196","","",""
"하천","낙동강","칠서","2018.04.16","16.1","8.2","11.0","1.3","5.8","30.1","756","0","0","73","683","","",""
"하천","낙동강","칠서","2018.04.23","16.7","8.7","10.9","0.8","5.0","35.7","450","0","0","0","450","","",""
"하천","낙동강","칠서","2018.04.30","18.7","8.8","11.1","1.2","6.4","53.0","485","0","22","0","463","","",""
"하천","낙동강","칠서","2018.05.08","17.7","7.9","9.8","0.7","7.3","26.5","96","0","72","0","24","","",""
"하천","낙동강","칠서","2018.05.14","20.7","8.3","9.9","0.9","5.2","25.4","159","64","0","58","37","","",""
"하천","낙동강","칠서","2018.05.21","21.1","7.8","8.9","1.6","4.6","11.4","123","0","0","123","0","","",""
"하천","낙동강","칠서","2018.05.28","23.1","8.6","9.6","1.6","3.7","17.1","80","0","80","0","0","","",""
"하천","낙동강","칠서","2018.06.04","25.5","8.5","9.2","0.9","3.9","19.7","1745","575","71","0","1099","","",""
"하천","낙동강","칠서","2018.06.11","24.3","8.3","8.6","1.4","5.7","28.0","3594","2190","223","0","1181","","",""
"하천","낙동강","칠서","2018.06.18","25.3","9.0","10.8","1.1","4.5","29.0","16424","11120","892","0","4412","","",""
"하천","낙동강","칠서","2018.06.25","27.9","9.1","11.1","0.9","5.4","32.6","27801","9340","51","0","18410","","",""
"하천","낙동강","칠서","2018.06.28","24.4","7.7","7.8","0.8","19.2","27.6","34475","7100","0","45","27330","21","5","정량한계미만"
"하천","낙동강","칠서","2018.07.02","","","","","","","","","","","","","",""
"하천","낙동강","칠서","2018.07.05","23.1","7.4","8.3","0.3","41.2","15.7","27","0","0","0","27","6","3","정량한계미만"
"하천","낙동강","칠서","2018.07.09","21.7","7.4","8.3","0.3","26.9","7.3","49","0","49","0","0","8","정량한계미만","정량한계미만"
"하천","낙동강","칠서","2018.07.16","29.1","9.0","10.6","0.9","7.1","57.0","337","210","0","0","127","","",""
"하천","낙동강","칠서","2018.07.23","31.2","8.9","9.9","1.1","6.5","44.6","1120","1055","0","0","65","","",""
"하천","낙동강","칠서","2018.07.28","33.0","9.1","9.0","1.2","6.4","","15220","15220","0","0","0","","",""
"하천","낙동강","칠서","2018.08.30","25.7","7.0","8.0","0.6","23.2","6.6","1445","1445","0","0","0","정량한계미만","3","정량한계미만"
"하천","낙동강","칠서","2018.07.30","32.5","9.3","10.8","0.7","9.8","60.3","100941","100800","87","0","54","","",""
"하천","낙동강","칠서","2018.08.02","31.7","9.5","10.1","0.9","8.7","46.2","54748","54400","0","289","59","정량한계미만","12","0.8"
"하천","낙동강","칠서","2018.08.06","32.4","9.5","10.7","0.6","17.7","72.0","120999","120800","0","25","174","4","15","1.4"
"하천","낙동강","칠서","2018.08.09","31.9","9.4","8.8","0.8","10.2","42.1","59489","58800","80","128","481","3","17","0.4"
"하천","낙동강","칠서","2018.08.13","31.2","9.5","10.0","0.8","13.2","45.7","66522","66080","0","442","0","5","11","0.3"
"하천","낙동강","칠서","2018.08.16","29.9","9.5","9.5","0.6","19.3","77.5","84906","84875","0","0","31","정량한계미만","18","1.0"
"하천","낙동강","칠서","2018.08.20","29.5","9.2","10.7","0.6","11.0","50.2","41360","40560","0","800","0","정량한계미만","16","0.5"
"하천","낙동강","칠서","2018.08.22","28.4","9.1","10.6","0.9","11.3","50.1","58076","57000","0","1076","0","정량한계미만","14","0.4"
"하천","낙동강","칠서","2018.08.27","24.8","7.5","8.0","0.3","74.8","32.8","1289","1240","0","49","0","5","15","정량한계미만"
"하천","낙동강","칠서","2018.09.03","23.4","7.0","8.1","0.5","15.3","5.5","293","95","0","198","0","","",""
"하천","낙동강","칠서","2018.09.10","23.4","7.2","9.0","0.5","12.6","11.0","232","140","0","66","26","","",""
"하천","낙동강","칠서","2018.09.17","24.0","7.6","9.2","0.9","8.3","23.2","449","325","124","0","0","","",""
"하천","낙동강","칠서","2018.09.27","22.1","7.3","9.2","1.1","8.0","21.2","147","85","0","0","62","","",""
"하천","낙동강","칠서","2018.10.01","20.8","7.7","10.1","1.1","7.4","43.2","1392","610","66","0","716","","",""
"하천","낙동강","칠서","2018.10.10","18.2","6.7","9.1","0.5","27.5","4.9","171","0","0","143","28","","",""
"하천","낙동강","칠서","2018.10.15","17.7","7.3","10.0","0.6","17.5","9.0","43","0","0","0","43","","",""
"하천","낙동강","칠서","2018.10.22","17.3","7.6","11.0","0.7","13.1","21.1","327","0","94","0","233","","",""
"하천","낙동강","칠서","2018.10.29","15.0","7.1","10.6","0.6","17.1","22.6","125","0","0","0","125","","",""
"하천","낙동강","칠서","2018.11.05","15.1","8.3","12.4","0.7","7.5","41.0","198","0","0","0","198","","",""
"하천","낙동강","칠서","2018.11.12","14.5","8.4","12.3","1.0","14.8","51.5","81","0","19","0","62","","",""
"하천","낙동강","칠서","2018.11.19","12.7","8.2","12.7","1.0","5.5","60.4","0","0","0","0","0","","",""
"하천","낙동강","칠서","2018.11.26","10.3","8.6","12.2","1.1","5.4","32.9","167","0","0","0","167","","",""
"하천","낙동강","칠서","2018.12.03","9.6","8.0","12.9","1.2","4.0","16.4","0","0","0","0","0","","",""
"하천","낙동강","칠서","2018.12.10","7.7","8.5","12.9","1.0","21.1","38.3","33","0","0","0","33","","",""
"하천","낙동강","칠서","2018.12.17","4.5","8.2","14.0","1.5","4.6","22.7","150","0","0","0","150","","",""
"하천","낙동강","칠서","2018.12.24","5.4","7.9","14.3","1.5","4.3","26.3","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.01.02","","","","","","","","","","","","","",""
"호소","운문호","댐앞","2018.01.08","","","","","","","","","","","","","",""
"호소","운문호","댐앞","2018.01.15","","","","","","","","","","","","","",""
"호소","운문호","댐앞","2018.01.22","","","","","","","","","","","","","",""
"호소","운문호","댐앞","2018.01.29","","","","","","","","","","","","","",""
"호소","운문호","댐앞","2018.02.05","","","","","","","","","","","","","",""
"호소","운문호","댐앞","2018.02.12","","","","","","","","","","","","","",""
"호소","운문호","댐앞","2018.02.19","","","","","","","","","","","","","",""
"호소","운문호","댐앞","2018.02.26","4.4","7.5","13.4","1.5","2.8","10.1","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.03.05","5.1","7.7","13.4","1.0","7.3","13.9","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.03.12","6.8","7.6","13.2","1.0","6.1","10.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.03.19","8.2","7.5","12.5","1.0","9.8","10.0","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.03.26","8.9","6.2","12.2","1.0","8.2","4.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.04.02","9.9","7.0","11.9","1.0","5.8","4.7","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.04.09","10.4","7.6","12.0","1.0","4.0","4.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.04.16","11.0","7.7","11.5","0.8","3.7","6.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.04.23","10.2","7.5","11.4","0.5","4.2","6.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.04.30","14.5","6.7","9.9","1.0","3.7","3.8","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.05.08","12.1","7.2","10.1","0.8","3.2","4.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.05.14","12.8","7.3","9.2","1.5","2.1","3.1","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.05.21","13.3","7.2","9.0","1.0","2.4","1.6","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.05.28","14.2","8.1","8.6","1.0","2.2","2.7","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.06.04","15.8","6.7","8.8","1.2","2.7","1.9","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.06.11","13.9","7.4","8.2","0.7","3.8","2.0","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.06.18","16.3","6.8","8.2","2.0","1.0","2.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.06.25","17.6","6.9","7.9","1.2","1.7","2.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.07.02","15.4","7.0","8.2","1.0","2.8","2.3","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.07.09","17.3","7.7","8.9","0.6","14.7","8.6","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.07.16","21.5","7.0","7.7","2.0","2.6","1.2","20","0","20","0","0","","",""
"호소","운문호","댐앞","2018.07.23","19.7","6.9","7.6","1.2","5.4","2.3","878","0","878","0","0","","",""
"호소","운문호","댐앞","2018.07.28","18.0","7.1","7.7","1.0","2.3","","670","56","614","0","0","","",""
"호소","운문호","댐앞","2018.07.30","18.2","7.2","8.4","0.8","3.2","1.7","2116","0","2010","0","106","","",""
"호소","운문호","댐앞","2018.08.06","17.9","7.1","5.9","0.8","1.5","3.4","706","0","706","0","0","","",""
"호소","운문호","댐앞","2018.08.13","22.6","7.2","8.2","0.7","2.8","7.3","1855","337","1518","0","0","","",""
"호소","운문호","댐앞","2018.08.20","20.5","7.3","8.1","0.7","3.5","4.7","2310","1749","561","0","0","","",""
"호소","운문호","댐앞","2018.08.27","18.7","7.3","7.7","0.9","3.2","3.2","891","416","475","0","0","","",""
"호소","운문호","댐앞","2018.09.03","18.7","7.2","8.4","0.9","2.8","10.8","958","958","0","0","0","","",""
"호소","운문호","댐앞","2018.09.10","18.8","7.1","8.2","0.8","3.0","2.9","667","667","0","0","0","","",""
"호소","운문호","댐앞","2018.09.17","18.1","7.1","7.0","2.0","1.9","2.9","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.09.27","15.5","6.9","7.7","2.0","4.0","1.8","2505","2505","0","0","0","","",""
"호소","운문호","댐앞","2018.10.01","16.6","6.8","6.2","2.0","2.1","0.7","178","178","0","0","0","","",""
"호소","운문호","댐앞","2018.10.08","15.5","6.9","7.7","1.7","23.8","1.0","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.10.15","15.3","7.0","8.6","0.7","15.0","1.1","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.10.22","14.1","7.1","8.1","0.8","7.6","0.8","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.10.29","14.0","6.8","8.7","1.3","13.7","1.0","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.11.05","13.7","6.8","8.4","1.5","3.9","0.6","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.11.12","12.4","7.1","8.8","1.5","3.6","0.8","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.11.19","12.2","6.9","9.3","1.5","5.9","1.5","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.11.26","10.8","7.0","8.8","2.0","6.1","1.9","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.12.03","10.7","6.7","5.5","2.0","5.4","0.7","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.12.10","9.8","7.5","9.9","2.0","5.7","1.3","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.12.17","7.5","7.8","11.4","2.0","6.4","2.5","0","0","0","0","0","","",""
"호소","운문호","댐앞","2018.12.24","7.1","7.7","11.4","2.4","5.7","1.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.01.02","","","","","","","","","","","","","",""
"호소","운문호","취수탑2","2018.01.08","","","","","","","","","","","","","",""
"호소","운문호","취수탑2","2018.01.15","","","","","","","","","","","","","",""
"호소","운문호","취수탑2","2018.01.22","","","","","","","","","","","","","",""
"호소","운문호","취수탑2","2018.01.29","","","","","","","","","","","","","",""
"호소","운문호","취수탑2","2018.02.05","","","","","","","","","","","","","",""
"호소","운문호","취수탑2","2018.02.12","","","","","","","","","","","","","",""
"호소","운문호","취수탑2","2018.02.19","","","","","","","","","","","","","",""
"호소","운문호","취수탑2","2018.02.26","5.1","7.8","13.2","1.5","2.8","8.1","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.03.05","5.4","7.9","13.2","0.8","7.8","11.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.03.12","7.8","7.6","13.3","1.3","5.5","20.7","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.03.19","8.3","7.7","12.5","0.8","8.0","9.0","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.03.26","9.4","7.2","12.3","1.0","7.0","5.9","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.04.02","12.7","6.5","11.7","1.0","4.3","6.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.04.09","10.9","7.6","11.7","1.0","5.3","6.8","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.04.16","11.9","7.7","11.4","0.8","4.0","8.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.04.23","10.9","7.4","11.1","0.5","4.9","4.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.04.30","13.4","7.5","10.7","1.0","2.8","4.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.05.08","12.3","7.4","10.3","0.8","2.5","5.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.05.14","14.0","7.5","9.9","1.2","1.8","3.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.05.21","14.1","7.4","9.8","1.0","3.1","1.8","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.05.28","15.6","8.0","9.5","1.0","2.1","4.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.06.04","17.1","7.8","9.5","1.0","2.0","3.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.06.11","14.8","7.6","8.7","0.8","2.0","3.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.06.18","18.9","6.7","9.2","2.0","3.2","4.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.06.25","18.7","7.7","9.3","1.0","2.3","4.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.07.02","18.8","7.8","9.5","1.0","3.7","3.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.07.09","16.6","7.7","8.4","0.6","13.2","5.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.07.16","22.8","6.9","10.3","2.0","3.8","1.4","158","0","158","0","0","","",""
"호소","운문호","취수탑2","2018.07.23","20.1","6.9","8.3","1.2","7.4","3.1","1855","0","1855","0","0","","",""
"호소","운문호","취수탑2","2018.07.28","18.1","7.2","10.1","1.0","7.1","","890","0","890","0","0","","",""
"호소","운문호","취수탑2","2018.07.30","19.7","7.3","10.0","0.8","6.1","2.2","1214","59","1155","0","0","","",""
"호소","운문호","취수탑2","2018.08.06","20.3","7.3","8.2","0.7","4.5","3.0","1406","0","1406","0","0","","",""
"호소","운문호","취수탑2","2018.08.13","21.5","7.2","7.4","0.6","4.5","7.4","2277","1723","554","0","0","","",""
"호소","운문호","취수탑2","2018.08.20","21.1","7.3","8.6","0.7","5.4","5.3","1944","574","1370","0","0","","",""
"호소","운문호","취수탑2","2018.08.27","19.5","7.4","6.6","1.0","2.9","2.9","989","903","86","0","0","","",""
"호소","운문호","취수탑2","2018.09.03","18.9","7.5","8.4","0.8","3.1","14.3","1505","1505","0","0","0","","",""
"호소","운문호","취수탑2","2018.09.10","19.5","7.3","8.1","0.8","2.8","3.7","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.09.17","18.8","7.1","6.8","1.5","2.6","3.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.09.27","17.3","6.9","7.6","2.0","2.5","2.6","3801","3801","0","0","0","","",""
"호소","운문호","취수탑2","2018.10.01","17.3","6.9","6.9","2.5","1.9","1.4","218","218","0","0","0","","",""
"호소","운문호","취수탑2","2018.10.08","18.4","7.1","8.2","1.5","32.3","2.1","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.10.15","17.0","7.2","8.8","0.7","30.5","0.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.10.22","16.9","7.4","8.1","1.0","10.5","1.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.10.29","15.7","7.1","9.2","1.3","7.4","2.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.11.05","14.7","7.0","8.8","1.3","5.1","1.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.11.12","14.3","6.8","9.2","1.7","4.5","2.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.11.19","13.7","7.3","9.6","1.8","6.6","2.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.11.26","12.1","6.9","9.7","2.0","5.9","1.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.12.03","11.8","6.9","9.5","2.0","6.4","2.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.12.10","9.8","7.5","10.8","2.0","5.4","1.9","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.12.17","7.8","8.1","10.3","2.0","6.2","1.0","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2018.12.24","7.4","7.2","11.6","2.2","5.5","1.9","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.01.02","2.3","8.0","12.9","1.6","1.4","10.2","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.01.08","2.2","8.0","12.6","1.8","1.7","8.5","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.01.15","3.3","8.0","12.8","1.8","1.8","7.0","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.01.22","2.8","7.8","12.7","1.8","1.7","6.0","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.01.29","1.0","7.8","13.8","1.8","1.6","5.1","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.02.05","1.4","7.7","13.6","1.7","1.6","4.0","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.02.12","2.5","7.8","13.5","1.5","1.4","4.2","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.02.19","5.8","7.8","12.4","1.6","1.5","5.4","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.02.26","7.6","7.8","12.4","1.4","1.4","7.1","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.03.05","2.3","8.0","12.9","1.8","1.7","10.2","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.03.12","7.4","7.8","12.1","1.8","2.0","7.2","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.03.19","9.2","7.8","11.4","2.1","2.4","9.3","46","0","0","46","0","","",""
"호소","영천호","취수탑","2018.03.26","9.9","7.8","11.4","2.9","2.8","12.2","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.04.02","11.7","8.1","11.9","2.8","2.6","17.2","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.04.09","11.3","8.1","11.2","2.3","2.5","17.8","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.04.16","12.7","8.2","11.1","2.7","2.9","18.7","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.04.23","12.7","8.3","11.1","3.2","3.6","15.7","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.04.30","15.3","8.4","10.6","3.0","3.1","11.9","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.05.08","15.2","7.9","9.7","2.8","2.9","6.9","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.05.14","17.4","7.8","9.2","2.2","2.4","3.7","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.05.21","18.1","7.9","9.3","2.3","2.6","7.3","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.05.28","20.4","8.3","9.5","2.6","3.1","21.9","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.06.04","21.8","8.4","9.5","3.0","2.7","10.0","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.06.11","15.4","8.3","9.6","2.4","2.7","6.1","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.06.18","21.2","7.8","7.8","2.5","2.7","5.5","0","0","0","0","0","","",""
"호소","영천호","취수탑","2018.06.25","21.6","8.0","8.3","2.6","2.9","7.0","125","0","0","0","125","","",""
"호소","영천호","취수탑","2018.07.02","23.1","7.3","7.1","0.6","15.9","5.1","0","0","0","0","0","","",""
