"분류","지점명","채수위치","조사일","수온(℃)","pH","DO(㎎/L)","투명도","탁도","Chl-a (㎎/㎥)","유해남조류 세포수 (cells/㎖)","Microcystis","Anabaena","Oscillatoria","Aphanizomenon","지오스민","2MIB","Microcystin-LR (μg/L)"
"호소","운문호","댐앞","2021.03.02","4.2","7.1","13.7","1.4","8.2","3.7","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.03.08","5.9","7.0","13.4","1.5","5.8","3.0","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.03.15","7.0","7.3","12.9","1.7","8.4","3.8","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.03.22","6.4","7.2","13.8","1.6","4.2","2.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.03.29","8.0","7.3","12.3","1.5","6.9","2.8","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.04.05","9.4","7.6","12.0","1.5","6.9","3.0","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.04.12","9.3","7.6","11.7","1.3","7.0","3.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.04.19","10.2","8.0","11.6","1.7","5.6","1.5","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.04.26","10.9","8.4","11.0","1.6","8.0","2.6","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.05.03","11.9","7.6","10.8","1.5","7.0","2.0","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.05.10","10.6","7.7","10.9","1.5","8.4","1.7","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.05.17","12.9","8.2","10.4","1.2","8.0","2.6","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.05.24","15.4","7.2","10.0","2.2","7.3","2.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.05.31","14.2","7.6","9.6","1.5","6.1","1.9","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.06.07","15.2","9.3","9.4","3.0","7.2","2.8","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.06.14","16.5","8.2","9.3","3.5","3.7","3.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.06.21","15.7","8.4","9.1","3.0","3.5","2.7","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.06.28","16.0","6.9","9.2","3.0","3.0","3.5","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.07.05","17.3","8.7","7.5","1.5","4.6","4.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.07.12","19.0","8.4","7.5","2.0","5.7","2.1","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.07.19","18.4","7.4","6.9","2.0","5.4","2.5","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.07.26","18.6","7.1","6.9","2.5","4.5","2.1","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.08.02","18.0","7.4","6.4","3.0","2.1","1.8","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.08.09","19.9","7.7","6.1","3.0","4.1","2.1","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.08.17","17.2","7.6","3.7","2.5","4.7","2.6","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.08.23","19.8","6.9","5.9","2.0","6.7","3.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.08.30","19.6","7.7","6.7","1.5","8.6","5.7","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.09.06","21.6","7.4","6.6","1.7","6.7","4.0","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.09.13","19.4","7.7","6.8","1.7","5.5","11.5","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.09.23","18.3","6.9","6.2","2.7","3.7","2.3","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.09.27","18.5","7.2","6.6","1.5","4.0","11.3","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.10.05","19.7","7.3","7.1","3.0","3.0","2.5","20","0","0","0","20","","",""
"호소","운문호","댐앞","2021.10.12","17.7","7.2","6.0","1.5","3.9","3.5","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.10.18","15.6","6.6","6.5","2.5","2.2","4.3","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.10.25","17.0","6.9","7.1","2.0","2.7","2.5","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.11.01","16.3","6.9","7.1","2.5","5.0","3.3","33","0","0","0","33","","",""
"호소","운문호","댐앞","2021.11.08","15.8","6.8","7.1","2.5","3.5","4.6","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.11.15","13.0","6.8","6.7","2.5","3.7","5.1","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.11.22","11.9","7.3","8.1","2.5","4.5","4.9","0","0","0","0","0","","",""
"호소","운문호","댐앞","2021.11.29","11.4","7.2","7.8","2.0","3.5","4.7","119","0","0","0","119","","",""
"호소","운문호","댐앞","2021.12.06","9.8","7.1","8.9","2.0","4.2","3.8","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.01.04","5.8","7.7","13.0","1.3","7.8","2.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.01.11","4.1","7.4","12.0","1.3","8.1","2.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.01.18","3.7","7.3","13.5","1.3","7.2","1.9","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.01.25","4.6","7.5","13.2","1.4","7.2","2.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.02.01","5.0","7.1","12.2","1.3","8.3","2.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.02.08","3.6","7.6","13.4","1.4","8.6","3.1","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.02.15","4.6","7.5","13.1","1.5","7.3","3.0","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.02.22","5.1","7.9","12.9","1.4","7.5","4.1","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.03.02","4.3","7.1","13.6","1.4","8.0","3.8","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.03.08","5.8","7.1","13.2","1.5","6.9","3.6","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.03.15","7.4","7.4","13.1","1.7","6.3","3.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.03.22","6.7","7.5","12.9","1.6","7.3","2.8","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.03.29","8.4","7.4","12.4","1.5","6.2","3.1","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.04.05","9.7","7.7","12.0","1.5","6.8","3.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.04.12","10.0","7.3","11.7","1.3","6.4","3.6","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.04.19","10.1","8.1","11.4","1.7","7.6","1.8","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.04.26","12.1","8.3","11.0","1.6","6.8","2.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.05.03","11.6","7.5","10.7","1.5","7.6","2.2","40","0","0","40","0","","",""
"호소","운문호","취수탑2","2021.05.10","11.6","7.7","10.7","1.5","8.5","2.0","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.05.17","13.5","8.1","10.2","1.2","7.6","2.9","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.05.24","16.0","8.9","9.9","2.2","6.6","3.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.05.31","15.2","7.6","9.6","1.5","5.7","2.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.06.07","16.5","8.1","9.6","3.0","2.8","3.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.06.14","18.4","8.0","8.9","3.5","2.7","3.9","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.06.21","18.7","7.3","8.8","3.0","2.0","4.9","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.06.28","19.1","7.0","8.7","3.0","2.0","4.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.07.05","18.4","7.1","6.7","1.5","9.5","6.7","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.07.12","21.3","7.8","7.8","2.0","7.0","2.1","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.07.19","22.4","7.5","7.0","2.0","5.0","2.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.07.26","23.3","7.5","7.0","2.5","3.7","2.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.08.02","20.4","7.3","7.4","3.0","4.3","2.7","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.08.09","20.7","7.1","6.2","3.0","3.6","2.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.08.17","20.5","7.2","5.6","2.5","3.4","3.6","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.08.23","22.9","7.0","5.8","2.0","4.5","4.0","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.08.30","22.3","7.9","6.3","1.5","9.5","4.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.09.06","19.9","7.6","6.2","1.7","5.9","3.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.09.13","21.8","7.1","7.1","1.7","6.0","9.9","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.09.23","20.5","6.6","5.8","2.7","3.6","2.8","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.09.27","21.0","7.2","6.8","1.5","4.2","7.7","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.10.05","21.9","7.6","6.9","2.7","3.6","4.9","238","238","0","0","0","","",""
"호소","운문호","취수탑2","2021.10.12","20.9","7.3","7.4","1.5","2.9","5.9","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.10.18","19.8","6.7","6.6","2.5","2.8","4.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.10.25","20.0","7.0","7.2","2.0","2.2","3.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.11.01","17.7","7.0","7.9","2.5","4.8","5.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.11.08","17.0","7.1","8.7","2.5","3.7","6.1","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.11.15","15.0","6.9","8.7","2.5","3.2","5.9","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.11.22","13.3","7.3","9.5","2.5","3.5","7.2","79","0","79","0","0","","",""
"호소","운문호","취수탑2","2021.11.29","12.7","7.2","9.7","2.0","3.7","6.6","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2021.12.06","10.6","7.3","10.4","2.0","3.1","5.6","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.01.04","4.0","7.9","12.7","0.6","20.7","3.5","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.01.11","4.2","8.4","12.4","0.9","14.5","3.5","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.01.18","3.7","8.0","12.6","1.0","11.2","3.2","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.01.25","7.7","8.3","11.4","1.0","11.6","3.6","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.02.01","6.4","8.0","11.8","1.0","12.2","4.5","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.02.08","2.6","7.9","13.8","0.8","16.5","6.5","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.02.15","4.9","8.2","12.6","1.0","11.0","10.4","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.02.22","7.6","7.6","11.7","0.9","15.6","16.1","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.03.02","6.5","7.9","12.7","0.9","14.8","17.6","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.03.08","6.6","8.0","13.2","1.0","12.3","14.6","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.03.15","8.8","7.9","12.7","1.2","7.9","14.4","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.03.22","10.1","8.4","12.1","1.0","11.8","13.4","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.03.29","11.2","7.8","11.8","0.9","13.7","10.1","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.04.05","14.4","8.2","10.8","1.6","3.0","10.0","304","0","0","0","304","","",""
"호소","영천호","취수탑","2021.04.12","11.8","8.1","11.5","1.2","4.4","16.0","521","0","0","0","521","","",""
"호소","영천호","취수탑","2021.04.19","15.6","8.0","10.1","1.1","6.5","6.7","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.04.26","15.3","8.2","10.2","1.4","3.6","8.6","191","0","0","0","191","","",""
"호소","영천호","취수탑","2021.05.03","17.0","8.3","10.2","1.5","2.8","13.1","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.05.10","13.7","7.8","9.4","1.2","4.5","9.4","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.05.17","16.7","8.0","8.8","1.4","3.6","7.7","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.05.24","21.1","8.9","10.0","2.1","1.7","9.7","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.05.31","19.2","7.9","8.4","1.9","2.0","6.1","195","0","0","0","195","","",""
"호소","영천호","취수탑","2021.06.07","20.1","7.8","8.2","1.2","5.9","6.8","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.06.14","20.9","8.0","8.9","1.5","3.2","5.5","79","0","0","79","0","","",""
"호소","영천호","취수탑","2021.06.21","22.0","8.2","7.4","2.2","1.5","3.9","33","0","0","0","33","","",""
"호소","영천호","취수탑","2021.06.28","21.5","8.2","7.0","2.5","1.0","6.9","561","139","0","0","422","","",""
"호소","영천호","취수탑","2021.07.05","23.2","8.3","7.9","1.5","2.8","8.4","389","0","0","0","389","","",""
"호소","영천호","취수탑","2021.07.12","23.6","8.0","7.1","1.1","9.0","5.9","185","0","0","0","185","","",""
"호소","영천호","취수탑","2021.07.19","24.4","8.1","6.8","0.9","13.0","17.6","6410","5413","0","0","997","","",""
"호소","영천호","취수탑","2021.07.26","24.3","9.0","7.1","1.0","10.5","23.3","89576","4040","0","0","85536","","",""
"호소","영천호","취수탑","2021.08.02","22.8","8.2","6.4","1.1","8.7","20.3","81328","733","0","0","80595","","",""
"호소","영천호","취수탑","2021.08.05","24.0","8.0","4.7","1.7","2.8","3.2","2600","158","0","0","2442","2","11","정량한계미만"
"호소","영천호","취수탑","2021.08.09","23.5","8.6","6.1","1.1","9.7","8.9","838","416","0","0","422","1","23","정량한계미만"
"호소","영천호","취수탑","2021.08.17","22.8","7.6","5.0","1.2","5.5","9.5","345","299","0","0","46","","",""
"호소","영천호","취수탑","2021.08.23","22.8","7.8","6.2","1.1","9.0","13.7","770","697","0","0","73","","",""
"호소","영천호","취수탑","2021.08.30","24.0","8.0","6.9","0.1","123.0","7.6","548","218","172","0","158","","",""
"호소","영천호","취수탑","2021.09.06","21.6","7.2","6.9","0.4","33.8","15.7","600","158","0","0","442","","",""
"호소","영천호","취수탑","2021.09.13","22.3","7.3","6.8","0.3","60.5","12.9","251","0","0","251","0","","",""
"호소","영천호","취수탑","2021.09.23","20.7","6.9","5.8","0.3","62.1","12.9","0","0","0","0","0","","",""
"호소","영천호","취수탑","2021.09.27","22.0","7.7","7.6","0.4","33.8","37.2","590","458","0","0","132","","",""
"호소","영천호","취수탑","2021.10.05","21.6","7.9","5.7","0.4","55.1","13.7","257","0","0","0","257","","",""
