"분류","지점명","채수위치","조사일","수온(℃)","pH","DO(㎎/L)","투명도","탁도","Chl-a (㎎/㎥)","유해남조류 세포수 (cells/㎖)","Microcystis","Anabaena","Oscillatoria","Aphanizomenon","지오스민","2MIB","Microcystin-LR (μg/L)"
"하천","낙동강","해평","2020.08.18","25.9","7.7","9.0","0.7","9.9","12.5","419","300","119","0","0","","",""
"하천","낙동강","해평","2020.08.24","26.3","8.0","9.0","1.4","2.9","15.1","143","0","54","0","89","","",""
"하천","낙동강","해평","2020.08.31","26.3","7.9","9.0","1.2","5.8","23.4","2356","1395","530","0","431","","",""
"하천","낙동강","해평","2020.09.09","21.1","7.7","9.4","0.2","62.0","6.2","9586","9530","22","0","34","","",""
"하천","낙동강","해평","2020.09.14","22.7","7.0","8.6","0.4","20.7","5.5","1266","1225","19","0","22","","",""
"하천","낙동강","해평","2020.09.21","21.8","7.6","8.7","0.2","28.5","6.0","346","260","86","0","0","","",""
"하천","낙동강","해평","2020.09.28","20.9","7.8","8.8","0.3","21.6","7.7","235","235","0","0","0","","",""
"하천","낙동강","해평","2020.10.05","19.7","7.4","9.0","0.7","16.8","8.0","271","235","36","0","0","","",""
"하천","낙동강","해평","2020.10.12","19.2","7.6","9.3","0.6","7.3","6.3","45","45","0","0","0","","",""
"하천","낙동강","해평","2020.10.19","17.8","8.3","10.7","1.1","6.0","22.1","131","55","0","0","76","","",""
"하천","낙동강","해평","2020.10.26","15.8","8.5","11.3","1.1","5.4","42.9","956","415","0","348","193","","",""
"하천","낙동강","해평","2020.11.02","14.8","8.5","11.5","0.5","7.0","46.3","801","155","0","511","135","","",""
"하천","낙동강","해평","2020.11.09","12.3","8.2","11.5","0.9","4.8","21.2","523","65","0","305","153","","",""
"하천","낙동강","해평","2020.11.16","12.1","8.2","11.5","1.3","3.4","16.5","195","85","0","0","110","","",""
"하천","낙동강","해평","2020.11.23","10.7","8.6","11.9","1.1","5.4","47.8","137","0","0","89","48","","",""
"하천","낙동강","해평","2020.11.30","8.1","8.8","12.6","0.6","5.7","46.4","221","0","0","221","0","","",""
"하천","낙동강","해평","2020.12.07","7.1","8.6","13.2","0.8","4.0","32.5","40","40","0","0","0","","",""
"하천","낙동강","해평","2020.12.14","4.5","8.4","13.5","0.9","3.8","25.8","0","0","0","0","0","","",""
"하천","낙동강","해평","2020.12.21","","","","","","","","","","","","","",""
"하천","낙동강","해평","2020.12.28","","","","","","","","","","","","","",""
"하천","낙동강","칠서","2019.12.30","5.6","8.2","13.9","1.7","1.7","15.3","26","0","0","0","26","","",""
"하천","낙동강","칠서","2020.01.06","3.9","8.3","14.1","1.8","1.9","14.0","0","0","0","0","0","","",""
"하천","낙동강","칠서","2020.01.13","5.2","8.2","13.3","0.7","4.5","17.1","0","0","0","0","0","","",""
"하천","낙동강","칠서","2020.01.20","4.2","8.4","14.3","1.1","4.4","35.4","83","0","0","0","83","","",""
"하천","낙동강","칠서","2020.01.28","6.0","8.1","13.3","0.5","5.0","21.5","59","0","0","0","59","","",""
"하천","낙동강","칠서","2020.02.03","6.5","8.4","14.2","0.6","5.3","32.4","0","0","0","0","0","","",""
"하천","낙동강","칠서","2020.02.10","6.0","8.2","14.9","0.7","4.3","43.4","337","0","0","0","337","","",""
"하천","낙동강","칠서","2020.02.17","7.0","8.7","14.1","0.4","6.6","40.2","308","0","0","0","308","","",""
"하천","낙동강","칠서","2020.02.25","7.8","7.8","13.1","1.4","3.9","19.5","194","0","0","0","194","","",""
"하천","낙동강","칠서","2020.03.02","","","","","","","","","","","","","",""
"하천","낙동강","칠서","2020.03.09","","","","","","","","","","","","","",""
"하천","낙동강","칠서","2020.03.16","10.2","7.7","12.0","1.4","2.9","11.5","257","0","0","48","209","","",""
"하천","낙동강","칠서","2020.03.23","13.3","8.7","12.4","1.4","1.7","13.9","519","0","0","0","519","","",""
"하천","낙동강","칠서","2020.03.30","14.5","8.7","11.7","1.4","1.9","17.5","425","0","0","0","425","","",""
"하천","낙동강","칠서","2020.04.06","14.7","8.8","12.2","0.9","2.0","12.0","144","0","0","0","144","","",""
"하천","낙동강","칠서","2020.04.13","13.6","8.5","11.0","1.1","4.0","10.6","10","0","0","0","10","","",""
"하천","낙동강","칠서","2020.04.20","15.0","8.5","10.8","1.1","3.6","13.4","0","0","0","0","0","","",""
"하천","낙동강","칠서","2020.04.27","16.0","8.3","10.6","1.5","2.4","10.4","0","0","0","0","0","","",""
"하천","낙동강","칠서","2020.05.04","19.8","8.8","10.1","1.4","1.3","9.4","12","0","0","0","12","","",""
"하천","낙동강","칠서","2020.05.11","20.2","8.6","10.0","1.1","3.0","27.4","172","0","0","0","172","","",""
"하천","낙동강","칠서","2020.05.18","20.7","8.4","9.8","1.8","2.3","20.8","233","0","0","0","233","","",""
"하천","낙동강","칠서","2020.05.25","21.8","8.9","11.0","1.1","3.3","34.7","61","35","0","0","26","","",""
"하천","낙동강","칠서","2020.06.01","24.4","9.2","10.7","1.5","2.5","18.2","683","60","108","0","515","","",""
"하천","낙동강","칠서","2020.06.08","26.2","8.8","9.5","2.0","1.9","10.5","1571","500","260","0","811","","",""
"하천","낙동강","칠서","2020.06.15","26.1","7.6","7.9","1.4","4.1","10.1","1438","535","94","0","809","","",""
"하천","낙동강","칠서","2020.06.22","26.9","8.8","10.5","0.7","3.2","36.9","4149","3443","53","0","653","","",""
"하천","낙동강","칠서","2020.06.29","26.7","8.5","9.8","1.3","4.2","34.0","59228","50775","0","0","8453","","",""
"하천","낙동강","칠서","2020.07.06","24.6","7.8","8.5","1.4","3.4","17.7","14298","12710","0","0","1588","","",""
"하천","낙동강","칠서","2020.07.09","26.3","8.8","10.4","1.5","4.3","56.2","42781","40375","137","0","2269","4","9","0.3"
"하천","낙동강","칠서","2020.07.15","20.4","7.5","8.3","0.2","58.9","12.2","34","0","6","0","28","8","정량한계미만","정량한계미만"
"하천","낙동강","칠서","2020.07.17","21.6","7.6","8.6","0.3","26.3","4.4","507","375","50","0","82","8","14","정량한계미만"
"하천","낙동강","칠서","2020.07.20","21.6","7.2","8.8","0.5","16.0","7.9","359","270","38","0","51","6","정량한계미만","정량한계미만"
"하천","낙동강","칠서","2020.07.27","21.1","7.3","9.1","0.4","34.8","6.7","262","185","41","0","36","","",""
"하천","낙동강","칠서","2020.08.03","23.3","7.5","8.8","0.2","47.4","4.3","234","105","43","0","86","","",""
"하천","낙동강","칠서","2020.08.10","","","","","","","","","","","","","",""
"하천","낙동강","칠서","2020.08.18","26.3","7.6","9.3","0.5","16.1","20.2","1330","805","410","0","115","","",""
"하천","낙동강","칠서","2020.08.24","28.1","8.5","9.4","0.8","10.4","28.5","1981","1535","238","0","208","","",""
"하천","낙동강","칠서","2020.08.31","27.5","7.3","7.7","0.7","14.0","10.7","445","445","0","0","0","","",""
"하천","낙동강","칠서","2020.09.09","21.4","7.1","8.6","0.3","36.2","5.3","6282","6080","51","0","151","","",""
"하천","낙동강","칠서","2020.09.14","22.8","7.2","9.0","0.4","15.2","5.9","1722","1700","0","0","22","","",""
"하천","낙동강","칠서","2020.09.21","23.0","7.5","9.5","0.4","14.1","11.4","631","525","106","0","0","","",""
"하천","낙동강","칠서","2020.09.28","22.0","8.8","10.8","0.8","6.5","24.6","777","620","0","0","157","","",""
"하천","낙동강","칠서","2020.10.05","21.5","8.8","10.8","0.6","5.3","37.8","2085","1825","35","0","225","","",""
"하천","낙동강","칠서","2020.10.12","20.3","8.7","10.8","1.1","3.1","18.4","8740","8250","258","0","232","","",""
"하천","낙동강","칠서","2020.10.19","18.0","8.8","12.1","0.9","5.2","29.6","858","660","0","0","198","","",""
"하천","낙동강","칠서","2020.10.26","16.6","9.0","13.1","0.7","6.3","65.4","1742","1630","0","0","112","","",""
"하천","낙동강","칠서","2020.11.02","15.4","9.1","12.6","1.2","5.1","57.5","1029","900","0","0","129","","",""
"하천","낙동강","칠서","2020.11.09","12.9","9.0","12.1","1.2","3.8","24.7","1387","1280","0","0","107","","",""
"하천","낙동강","칠서","2020.11.16","12.7","8.4","11.4","1.9","2.1","6.3","375","320","0","0","55","","",""
"하천","낙동강","칠서","2020.11.23","13.6","8.2","10.6","1.8","2.0","12.3","200","200","0","0","0","","",""
"하천","낙동강","칠서","2020.11.30","10.3","8.1","11.1","1.9","1.7","7.3","1551","480","0","0","1071","","",""
"하천","낙동강","칠서","2020.12.07","7.9","8.1","12.2","2.0","1.9","12.6","989","0","25","0","964","","",""
"하천","낙동강","칠서","2020.12.14","6.2","8.2","12.4","1.8","1.7","7.5","605","0","63","0","542","","",""
"하천","낙동강","칠서","2020.12.21","3.8","8.4","13.9","1.0","1.6","17.6","9381","0","0","9263","118","","",""
"하천","낙동강","칠서","2020.12.28","4.0","8.4","14.0","1.4","2.5","17.8","769","0","0","738","31","","",""
"호소","운문호","댐앞","2019.12.30","6.1","7.6","11.5","2.0","4.7","1.6","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.01.06","4.8","7.5","13.0","2.0","5.2","1.7","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.01.14","4.3","7.9","13.6","2.0","4.7","2.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.01.20","3.8","7.6","13.1","2.0","4.8","0.8","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.01.28","4.2","7.6","13.3","2.2","4.3","1.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.02.03","3.8","7.5","13.3","2.2","4.4","1.0","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.02.10","3.8","7.8","13.6","2.2","4.7","1.3","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.02.17","3.1","7.9","14.2","2.5","4.8","2.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.02.24","3.9","7.6","13.6","2.5","4.7","2.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.03.02","4.3","7.4","13.5","2.5","4.6","3.6","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.03.09","5.6","7.1","12.9","2.5","4.3","2.8","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.03.16","4.6","7.2","13.0","3.0","3.9","2.6","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.03.23","6.4","7.4","13.2","3.5","4.2","2.9","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.03.30","7.4","7.3","12.3","3.4","3.8","2.7","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.04.06","8.0","7.5","12.2","3.5","3.5","2.7","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.04.13","5.9","7.7","12.4","2.5","4.4","4.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.04.20","7.6","7.5","11.8","2.7","8.6","2.7","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.04.27","7.5","7.4","12.6","2.5","8.0","2.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.05.04","11.3","7.6","11.0","2.2","6.5","2.8","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.05.11","10.3","7.3","11.9","2.0","7.7","3.5","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.05.18","11.4","7.6","10.7","1.8","5.3","2.9","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.05.25","10.1","7.3","10.9","2.0","5.6","1.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.06.01","10.8","7.4","10.7","2.0","4.8","1.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.06.08","12.5","7.3","10.3","2.1","4.2","1.4","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.06.15","12.6","7.0","10.3","2.2","6.4","2.0","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.06.22","12.5","7.0","9.9","3.2","4.1","1.9","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.06.29","13.6","7.3","9.6","4.0","3.7","2.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.07.06","13.2","7.3","9.6","3.3","3.7","1.9","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.07.13","12.2","6.8","9.7","2.3","3.3","3.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.07.20","12.5","7.0","9.1","1.8","3.6","5.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.07.27","12.3","7.0","9.9","1.5","4.4","3.1","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.08.03","13.7","6.5","9.0","1.3","4.7","4.1","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.08.10","12.5","6.7","9.7","1.5","7.2","3.8","444","444","0","0","0","","",""
"호소","운문호","댐앞","2020.08.18","14.2","6.9","9.2","1.6","3.6","3.7","1486","1486","0","0","0","","",""
"호소","운문호","댐앞","2020.08.24","14.5","7.0","9.1","3.0","3.8","1.4","170","45","125","0","0","","",""
"호소","운문호","댐앞","2020.08.31","15.1","7.1","7.5","3.0","3.7","2.2","410","159","0","0","251","","",""
"호소","운문호","댐앞","2020.09.08","13.2","6.5","8.6","0.1","52.0","0.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.09.14","13.0","7.0","9.2","0.2","35.1","9.9","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.09.21","13.5","6.8","8.4","0.2","24.1","2.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.09.28","13.3","6.9","8.8","0.7","23.2","4.9","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.10.05","14.2","6.8","8.6","0.9","15.5","4.3","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.10.12","13.0","6.9","8.8","0.7","17.3","7.1","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.10.19","10.2","6.6","8.0","0.8","11.3","2.8","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.10.26","10.8","6.8","9.5","0.8","9.0","1.5","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.11.02","13.9","6.7","9.1","1.1","7.1","1.7","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.11.09","13.4","6.8","8.3","1.3","7.2","1.5","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.11.16","11.4","6.9","7.9","1.2","9.2","2.3","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.11.23","11.5","7.1","10.9","1.2","7.3","2.2","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.11.30","10.7","6.8","9.0","1.1","10.7","2.0","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.12.07","10.3","6.6","8.5","1.2","10.0","1.3","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.12.14","8.5","7.0","10.5","1.3","9.0","1.3","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.12.21","6.8","7.1","11.2","1.4","8.7","2.3","0","0","0","0","0","","",""
"호소","운문호","댐앞","2020.12.28","7.0","7.0","11.2","1.3","13.7","1.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2019.12.30","6.1","7.4","11.6","2.1","4.4","1.8","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.01.06","4.9","7.5","12.6","2.0","5.2","1.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.01.14","4.3","7.6","13.2","2.0","4.6","2.0","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.01.20","4.2","7.6","12.6","2.0","4.5","0.7","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.01.28","4.2","7.7","12.6","2.2","4.5","1.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.02.03","3.8","7.5","14.0","2.0","4.8","1.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.02.10","3.5","7.8","13.5","2.0","4.6","1.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.02.17","2.7","7.8","14.1","2.5","4.8","1.7","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.02.24","3.9","7.6","13.4","2.5","4.5","3.1","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.03.02","4.4","7.4","14.0","2.5","4.3","3.8","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.03.09","5.4","7.4","13.0","2.5","4.1","5.1","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.03.16","4.5","7.3","13.7","3.0","3.7","3.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.03.23","6.4","7.3","12.6","3.5","3.8","4.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.03.30","6.8","7.2","12.6","3.4","3.6","3.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.04.06","7.3","7.5","12.8","3.5","3.5","2.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.04.13","6.3","7.7","13.2","2.2","4.3","4.9","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.04.20","8.1","7.6","12.5","2.7","2.7","4.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.04.27","8.4","7.5","11.9","2.5","5.5","4.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.05.04","11.0","7.5","11.1","2.2","5.0","3.9","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.05.11","10.2","7.4","11.0","2.0","4.8","3.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.05.18","11.2","7.5","10.6","2.0","5.5","3.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.05.25","11.4","7.5","10.9","1.8","7.7","1.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.06.01","12.1","7.5","10.4","2.3","4.4","1.1","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.06.08","14.6","7.5","10.1","2.4","3.8","2.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.06.15","13.9","7.1","9.8","2.2","2.4","2.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.06.22","15.1","7.3","9.9","3.0","3.4","3.8","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.06.29","15.0","7.1","9.1","4.0","3.5","5.1","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.07.06","13.5","7.4","9.6","3.5","3.6","7.9","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.07.13","13.5","7.0","9.2","2.2","3.4","6.7","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.07.20","16.9","7.2","8.3","1.7","5.4","4.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.07.27","13.3","7.2","9.1","1.3","5.9","3.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.08.03","15.4","6.7","8.8","1.0","7.9","4.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.08.10","14.1","6.6","9.2","1.5","7.6","1.0","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.08.18","17.5","7.1","8.9","1.8","3.4","2.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.08.24","16.3","7.0","8.3","3.0","4.9","2.7","713","713","0","0","0","","",""
"호소","운문호","취수탑2","2020.08.31","19.5","7.6","9.1","3.0","2.9","4.2","100","100","0","0","0","","",""
"호소","운문호","취수탑2","2020.09.08","15.9","6.8","8.6","0.1","133.8","1.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.09.14","15.0","7.2","9.1","0.3","49.5","5.1","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.09.21","15.9","6.9","9.4","0.2","35.6","4.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.09.28","14.5","6.9","9.2","0.6","33.7","5.9","299","299","0","0","0","","",""
"호소","운문호","취수탑2","2020.10.05","13.7","7.0","10.3","1.0","25.0","5.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.10.12","13.9","7.0","9.3","0.7","19.0","7.2","1855","1683","172","0","0","","",""
"호소","운문호","취수탑2","2020.10.19","12.3","6.7","8.2","0.8","14.8","2.9","623","623","0","0","0","","",""
"호소","운문호","취수탑2","2020.10.26","11.2","6.9","9.8","0.8","13.0","2.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.11.02","15.0","6.7","8.7","1.1","13.1","2.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.11.09","13.1","6.9","10.3","1.2","8.6","2.3","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.11.16","13.2","6.9","10.0","1.2","7.1","3.0","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.11.23","12.9","7.2","11.1","1.2","7.5","3.2","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.11.30","11.3","7.0","10.5","1.0","10.0","2.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.12.07","10.7","6.9","10.0","1.0","9.2","1.5","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.12.14","8.3","7.3","11.0","1.4","9.0","1.6","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.12.21","7.0","7.3","11.3","1.4","8.3","2.4","0","0","0","0","0","","",""
"호소","운문호","취수탑2","2020.12.28","6.3","6.7","12.2","1.3","5.1","1.4","0","0","0","0","0","","",""
"호소","영천호","취수탑","2019.12.30","8.2","7.9","10.0","1.7","3.4","1.8","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.01.06","5.3","8.0","11.4","2.1","1.7","2.3","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.01.14","6.5","7.9","10.5","2.2","1.2","3.1","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.01.20","6.2","8.0","10.8","2.2","1.0","2.0","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.01.28","7.4","7.9","9.7","1.4","2.2","3.0","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.02.03","5.1","8.0","12.2","2.0","1.7","2.0","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.02.10","6.7","8.0","11.2","2.0","1.5","2.5","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.02.17","5.0","8.1","10.8","2.2","0.9","5.0","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.02.24","6.8","8.0","11.7","2.0","1.7","4.5","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.03.02","9.1","7.7","11.3","1.5","3.5","8.8","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.03.09","7.7","8.1","12.1","1.1","8.1","20.3","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.03.16","10.2","8.2","11.5","1.6","3.2","28.2","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.03.23","11.4","9.1","11.7","1.3","5.6","34.1","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.03.30","12.8","8.2","10.8","1.5","2.7","19.4","191","0","0","0","191","","",""
"호소","영천호","취수탑","2020.04.06","10.3","7.9","11.8","1.5","2.6","9.0","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.04.13","12.5","8.0","10.8","1.5","2.7","5.0","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.04.20","15.3","7.6","9.6","1.5","2.5","4.4","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.04.27","13.6","7.6","10.3","1.4","3.5","6.4","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.05.04","16.5","7.7","9.7","1.2","5.0","6.9","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.05.11","15.2","7.4","9.5","1.2","4.8","1.3","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.05.18","16.3","7.5","9.2","1.4","3.6","1.2","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.05.25","19.8","7.6","9.2","2.0","1.5","5.9","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.06.01","18.4","7.4","8.4","2.1","1.3","1.7","0","0","0","0","0","","",""
"호소","영천호","취수탑","2020.06.08","22.2","7.7","8.1","2.0","1.7","5.1","0","0","0","0","0","","",""
